번호,가게명,가게주소,가게시작시간,가게종료시간,가게전화번호,메인이미지URL,서브이미지1URL,서브이미지2URL,서브이미지3URL
271,홍,서울 강북구 덕릉로40길 79 (우)01135,"","","",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA3MjJfMTQ1%2FMDAxNzIxNjQyMjIwNDA2.0QWv9LV2HePuXj8yGH--20J9RxXvPpTWkAudsLNSslQg.2LOsQ-QvqWsRx8w9cbqhEE-wh9VteF9uxPgudtZeNYQg.JPEG%2F20240721%25EF%25BC%25BF141330.jpg%3Ftype%3Dw773,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA3MjJfMjUg%2FMDAxNzIxNjQyMjIwMzI1.npysWhuA8FN64U_Ckz8Iz8zII7B7bT6_2Rqo3AsPU04g.yIQB_zW92FEsd3aXdl2vDQNBhgjQqzxBF5vEz2Ay7QEg.JPEG%2F20240721%25EF%25BC%25BF141332.jpg%3Ftype%3Dw773,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA3MjNfMTk1%2FMDAxNzIxNzI5MjI2MzAx.OHya4nS02XvENmR97TyggyMLOV9URIZ0LOSwEbceWq8g.dNpMhsGj4pxYXZKhwG9-jvpMF15euvWaUc77EUudf48g.JPEG%2F1721728866432.jpg%3Ftype%3Dw773,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA3MjNfMzIg%2FMDAxNzIxNzI4NTM5OTMy.MsxxeWI04_fy4jTLAPGFLjd9tShGYlfmMera1P3TakIg.9on9p7bh8h-uRqIOrsgbTJ7EULTon57kfD1q9lSRBc0g.JPEG%2F1721728531874.jpg%3Ftype%3Dw773
272,압구정 샌드위치 수유점,서울 강북구 노해로23길 49 (우)01048,"",10:00,"",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Ffc08e1fea40d12f0cc80ff4e1c21add3a6da27846fffef9a023d29069266ac61,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F647b3527a16e2036949fbfb198a7a3a498659996%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fa2499b5b3ce6a0862b1e192e52dd3a00082873de%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F9BE9E5A7219C4AF49C6C5395C831A8C0
273,지니앤캐터피스,서울 강북구 도봉로19길 10-3 1층 (우)01179,08:00,20:00,070-7954-3279,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
274,카페플로리안,서울 강북구 솔샘로67길 63 1층 (우)01177,"",08:00,02-989-3456,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F4456C011112642B38F27EFEF7009BA2D,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Faae717a309bb119dd755046aa1a07048ccad3fb8%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA1MjlfMjQ0%2FMDAxNzE2OTEwNTQ1NjEw.g2vsiOiKui0gezYAndGqoF7EJ-IsgVMVWaTmZAaa0wkg.rlQyYmFq0k3mZixzNXO7pV36OijlT86a3qrzyYM9Rnkg.JPEG%2F20240528%25EF%25BC%25BF095629.jpg%3Ftype%3Dw580,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzEwMDhfMTIx%2FMDAxNjk2NjkyNDcyNzA3.y4EvcPDSemBsbmLyr3z7TwwzY98ZcVUC7sjhGI7GLCog.bZJOb_4I74j_ywUxA0MlpC4bRCciKQ6EPRIeC4EtSbIg.JPEG.hyeonji041023%2FIMG_7949.jpg%3Ftype%3Dw773
275,요르다,서울 강북구 한천로143길 34 1층 (우)01070,"",09:00,070-8648-0170,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FEAEFC68C9255443F9CE3349F40270B5A,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FD74E3EF9436545428336E9BD5AFB8134,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F544C37949B7047D5ABCD9B3500B20769,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2F32A453FD17084C4BA9396FEC9452AD05
276,정다방,서울 강북구 월계로7길 17 (우)01221,"","","",file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
277,연꽃다방,서울 강북구 도봉로81길 22 지하 (우)01081,"","","",file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
278,딥그린,서울 강북구 솔샘로 278 1층 (우)01202,"",08:30,"",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F5FBAF31C99D0426781AFBD059FE310AF,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fd1a58d4e8c1dc8bbdf23cf614ac7aa1736519c93%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fbf2ef6fec5a64341400da1893f71213ab2fc5c28%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA1MDRfMjI2%2FMDAxNzE0Nzk0NzAwMTU0.kmWFhszAAkWWza0ZYSZrFW5Uo6JDVHiTCkitp5su3t4g.UJ4hntCYTcOd2U_KssigtU1o5EIIAT5VRVajJRr_l7Ig.JPEG%2F%25EB%25A7%259B%25EC%259E%2588%25EC%259D%258C.jpg%3Ftype%3Dw773
279,탑브릭스 강북점,서울 강북구 삼양로87길 46 (우)01090,10:00,02:00,070-7543-5691,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FB0FFA02067DA4CF392A0416972DFF32A,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjA5MDVfNzgg%2FMDAxNjYyMzYwODY2Njk4.J20bWumcGumncLMN474pEL332utbfvV36w_UYpohWkYg.LwNHHLLaOCEvQr4i8im-PACY9qxcIlH472so_c2oB3gg.JPEG.choco3188%2Foutput_898185103.jpg%3Ftype%3Dw966,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjA5MDVfMTIx%2FMDAxNjYyMzYwODY0NzQ3.MU57bZsXD8l2QVZZ_iPzk1bIfBBPkEdohWWULcJUKDwg.Gp_P1h4ofRucFqnx7TF95BTJ9gSh5D94BlibezWYJ9Ag.JPEG.choco3188%2Foutput_884365464.jpg%3Ftype%3Dw966,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjA5MDVfMTQz%2FMDAxNjYyMzYwODY2NTU0.6QS-5GhCU6pReRJhkclRm49tkxr3vEEii4uKmpfw8o8g.x-9wlCc6cBajxEp0AVn330qQ7rqr0SUvE2LMWJRvYXog.JPEG.choco3188%2Foutput_301386495.jpg%3Ftype%3Dw966
280,복다방,서울 강북구 삼양로 244 (우)01127,"","",02-989-8458,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
281,메가MGC커피 북한산우이역점,서울 강북구 삼양로173길 26 (우)01002,"","",02-999-1278,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
282,아마스빈 덕성여대점,서울 강북구 삼양로 541 (우)01009,"","",02-990-3019,//img1.kakaocdn.net/cthumb/local/C640x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fbb0c30aca6e33d2b0268557e23bdb17c0479d0c0%3Foriginal,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
283,팬시베이글,서울 강북구 한천로139길 17 1층 (우)01074,"","","",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F3A5B4555769C42349337985CF02DC12D,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzEyMjNfMTE3%2FMDAxNzAzMjYzMDc4NzIw.QhdvwifQ3e8oMtHE_oM24rcZualBuf1fkjI1sVvLUqUg.i4fbMXpF1kGXtKGr9U5ZZWV9a5rKqj-B3j8mKZEfiqsg.JPEG.red67collec%2F1703263078519.jpg%3Ftype%3Dw773,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzEyMjNfOTAg%2FMDAxNzAzMjYzMDU2Njk2.WnCHSzabOiILJCgH8mdA_H4AEJa2L1FACJD5ZLjAiMUg.PiWwqj-05dGQ2K-WDqrW7tC4sjHg_cIoPguXK-H2KNAg.JPEG.red67collec%2F1703263056549.jpg%3Ftype%3Dw773,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMzEyMjNfOTIg%2FMDAxNzAzMjYzMDQ0NTkx.Cs1aQSeUjBXOMFF68xD8tsxn2fgdRlRzeRYG8xgLrLEg.7sAmeglNTa83L3fOGCIggbAkFkkq-9BSzTo-qqDpqNcg.JPEG.red67collec%2F1703263044340.jpg%3Ftype%3Dw773
284,마을찻집고운울림,서울 강북구 인수봉로 159 한신대학교 신학대학원 장공기념관 지하1층 (우)01025,"",10:00,070-4119-4116,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.kakaocdn.net%2Ffiy_reboot%2Fplace%2FF5DD24E2A82A4063BF793FA8603B0728,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_1363008040,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2Fsearchregister_909428332,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocalfiy%2F56120C72F6A24A44A98EECBCA69ECFB9
285,자꾸베이커리,서울 강북구 도봉로30길 22 1층 (우)01161,"",12:00,010-8082-7916,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Ft1.daumcdn.net%2Flocal%2Fbooking%2Freview%2FB78AB6BF4BD2423EADEB7AACCC3F13B7,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA5MjlfODcg%2FMDAxNzI3NjIwMTA5OTc0.eMU56vFwPc82vVrdskZndOe8C0IwkQlWkLSe_Et6WoYg.J3erfXQDpf1rMuNvT9EynxpE1qOGDCQoEOFsWtQTqREg.JPEG%2F%25EB%258B%25A4%25EC%259A%25B4%25EB%25A1%259C%25EB%2593%259C.jpeg%3Ftype%3Dw773,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA5MDVfMiAg%2FMDAxNzI1NTE1NzIxNTE0.lYj507cZ8jUMUGissYW3QXBQcYBLGKMMx98kjCpAzrsg.V95NTGeua4IgI4qUOYheeg5hMk07HVpW4rA95sqhjE0g.JPEG%2FIMG_8605.JPG%3Ftype%3Dw966
286,까까당,서울 강북구 도봉로76길 34 1층 (우)01132,10:00,21:00,"",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F50EBBA45270A46D880DAC8F9153393BC,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F457cf3140da56b130b83c984fe8db359b04f4db8%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F50be7b36cc43fb5b65391ed2d2dbc40d077ace41%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F3599d6080390cab462f0ddae9dc568048affc489%3Foriginal
287,구운당,서울 강북구 수유로4길 58 (우)01115,10:00,18:00,"",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F240B0324082C47A68F8DFE4182D36963,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F7743AC6D03884AE0A695A5904A19E320,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F11C4FF0A4AAD4E22A880BD719A7A8314,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF43FA8DD9351478A862D2B5F74CD4853
288,카베,서울 강북구 솔매로44길 5 (우)01170,"","",02-988-2779,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Ffc95a34c46bd8596d2159636753a7fefbb030052%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Ffc95a34c46bd8596d2159636753a7fefbb030052%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F907f2a3799f197313f2e21f57c32ae09e17beb89%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F285ddc356b9750697605d88d8a79e8587e179d8a%3Foriginal
289,아마스빈 미아사거리역점,서울 강북구 도봉로8길 11 (우)01219,"","",02-988-0712,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F0FD139EC35D04D06B628FB4741E5C6C4,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F3747db7fbbc74ebbaca4a7eef306b718d367082d%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fda92e9fdb68b2200bd2fbee30b5e4368754c1557%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA4MThfNjAg%2FMDAxNzIzOTA3NTk1OTIx.2YWVwcu2eHDpoZVzxJmL_vsSClhMb6-YwFl46iSdG5Ag.m6DmuRRJwXFiVMoTrUdeUvVN1F_sHdqDLYfdT3nk27wg.PNG%2Fimage.png%3Ftype%3Dw773
290,요거프레소 광산사거리점,서울 강북구 삼각산로 164 102호 (우)01077,"",09:00,"",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fcfile%2F27170D465798DBF11C,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F47a696b24b15197f3ff582b51503eeaff6641dea%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Ff85761f402d0c4ec56d461e0004f9e213be20a34%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FDDA671E25EE54DBCA0502EF0E2CC5573
291,모아래,서울 강북구 도봉로96길 50 1층 (우)01058,10:00,20:00,"",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FDDF98BBE08C24A8C8878A0FCF5975DAD,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F01a6032b5b988a2c9730ec229c7478e87f3a8bdd%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjA0MTZfMjUg%2FMDAxNjUwMDM2MDY2OTI0.cOQdP489WmFUzy0CfHWmnO7YWkP1XfnJv239-xF2ijog.IJ-oHd-xBBIftqpjPd5JOKy9t_Srg81GDn8hc-N6CHIg.JPEG.pchi0908%2FSE-9e54f19b-bccc-11ec-bc1e-dd4060b8c790.jpg%3Ftype%3Dw773,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjA0MTZfMjk1%2FMDAxNjUwMDM2MDc1MjAy.q7TCqUQ1Er9YsPYAsJNKR9sC7I4l6nTmGPmjk-m3kcIg.ndTL3RZbgt5uyF9LGho0n4bZ8aI7YoIKfU0wZgFG8iUg.JPEG.pchi0908%2FSE-9e54f1a0-bccc-11ec-bc1e-d7c62b77b96b.jpg%3Ftype%3Dw773
292,오닛,서울 강북구 한천로131길 41 금토토빌딩 1층 (우)01064,"",09:00,0507-1418-3224,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
293,커피베이 강북수유점,서울 강북구 한천로 1095 2층 (우)01043,"","",02-903-1225,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
294,뮤직카페 지오,서울 강북구 4.19로2길 4 1층 (우)01011,10:00,22:00,"",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F38396a83ae037b711e4d2c11abba10ea3b5249d0%3Foriginal,//img1.kakaocdn.net/cthumb/local/C320x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F38396a83ae037b711e4d2c11abba10ea3b5249d0%3Foriginal,//img1.kakaocdn.net/cthumb/local/C320x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F6c504baf9f5d5b228af0aac874418be1ae078668%3Foriginal,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
295,책방 시행과착오,서울 강북구 도봉로96길 75 1층 (우)01060,"",13:00,010-2927-4576,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Ff9a8d3d18504a0a82ca39798a3e8b243417edcd4fb92c1450aefe55edecef256,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA5MThfMjQy%2FMDAxNzI2NjM2NTMyNzI2.1aMxOJR6rcxEo9s2R1EMp1g0UE1isDRFP6E8Vis2V7sg.SAzErRrgR0b-gKUY4w0JzKYl-hjWvRuuHKPmUQhs-9og.JPEG%2FIMG_8702.jpg%3Ftype%3Dw773
296,카페앤제이,서울 강북구 한천로109길 3 1층 (우)01226,10:30,04:45,0507-1415-0933,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
297,온혜미로,서울 강북구 솔매로52길 17 1층 (우)01157,"","","",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F29F2A886273C4E70A7090E9EBC17EC7D,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F314473013d9bcc91985b7013ad9a6cd3d36d0940%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjEwMjNfMjE0%2FMDAxNjY2NTM1NTMzMTYz.Kqnz5s1WWG3qeRKXzRfHeXKWefWPyKHMv_1ro2fGSbYg.AzOt64g1Y1Yi-AYjwRkiQP6W3LlqWNI-iNxqgXcfNq0g.JPEG.ckicken2474%2F20221023%25EF%25BC%25BF201440.jpg%3Ftype%3Dw773,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyMjA1MDhfMjc0%2FMDAxNjUxOTgwOTU0ODY4.cDKbAzy8-VgoE6BKDIVKylkQPcpqAnjDSu1go8NiZVsg.12qI_NZx8ORBuWN9XdLg9dJacoGzKwujpgwRAQN_U9wg.JPEG.gksmftdrhd%2FKakaoTalk_20220508_120434404_21.jpg%3Ftype%3Dw773
298,쮸뗌므,서울 강북구 삼양로54길 6 103호 (우)01167,"",11:00,010-5959-5313,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fa1c89ebd68e93d6bb3777c9fef4475551a333ec3%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FBEE246A1BA9F449A95F207F42C86FEAB,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2F916C2A26EE174413A2AC2976B451BFFE
299,왕서방탕후루,서울 강북구 도봉로67길 45 (우)01119,"","",0507-2079-4610,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
300,모리커피419점,서울 강북구 4.19로 35 (우)01014,08:00,22:00,"",//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fca4d46f7ad61a454af4d4ba35cacc373a1298992%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fca4d46f7ad61a454af4d4ba35cacc373a1298992%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2Fe984197166c8deb2c543df8dc6f8e74513656786%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F40149218d705048d24191184acce20fdfc3ddfd1%3Foriginal
301,길다방,서울 강북구 솔매로 60 (우)01168,"","",02-945-9923,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png,file:///C:/spring_work/workspace/CoffiesVol.02/default_image.png
302,오브룸,서울 강북구 삼양로19길 59 대선빌딩 1층 102호 (우)01198,"",09:00,010-2765-5985,//img1.kakaocdn.net/cthumb/local/C320x320.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Fplace%2FF198AEAB7155467DBC612103EB7F539D,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=http%3A%2F%2Ft1.daumcdn.net%2Flocal%2FkakaomapPhoto%2Freview%2F37c318e27ce4151fdaae797af7ce70b00b6f6693%3Foriginal,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA2MDRfMjEw%2FMDAxNzE3NDU2NTMzMzc0.vCmi4K3zmg-HFCFNBal10sK2fajy_ujQn34EyLk-a-0g.bU32Ov7uT6xfy3efARCPzQ9qYC3acFHxKOpBG8GLX5Ag.JPEG%2FIMG_5412.JPG%3Ftype%3Dw966,//img1.kakaocdn.net/cthumb/local/C160x160.q50/?fname=https%3A%2F%2Fpostfiles.pstatic.net%2FMjAyNDA2MDRfMTcx%2FMDAxNzE3NDU2NTMzMTkz.-h1FRECT-Y8-tYVMgDlNzHMQT5h8w70RZsUv1eGafKQg.DUIl0XfrrJhQDm3A5uL2BD2q8SvKZo-KUP2n26O9qFsg.JPEG%2FIMG_4178.JPG%3Ftype%3Dw966
